flag,ffa_vid,vessel_name,ircs,mmsi,uvi_imo_number,vessel_type,length,tonnage,engine_power,crew
Taiwan,36245.0,YANG SHUN NO.9,BI2417,416003700.0,8651350.0,Longline,56.9,720.0,1043.98,30.0
China,36246.0,HUA NAN YU 718,BZXD26,412460005.0,8654948.0,Longline,32.74,196.0,447.42,14.0
China,36247.0,HUA NAN YU 719,BZXD27,412460006.0,8654950.0,Longline,32.74,196.0,447.42,15.0
China,36250.0,GUI YUAN YU 60005,BZWZ35,412500244.0,8656207.0,Longline,33.78,228.0,375.0,15.0
China,36251.0,GUI YUAN YU 60006,BZWZ36,412500244.0,8656219.0,Longline,35.124,228.0,375.0,14.6
China,36255.0,ZHONG SHUI 711,BZSI6,412326893.0,8653592.0,Longline,35.5,255.0,450.0,13.0
China,36256.0,ZHONG SHUI 712,BZSI7,412326894.0,8653607.0,Longline,35.5,255.0,450.0,13.0
China,36257.0,ZHONG SHUI 811,BZSI8,412326895.0,8653619.0,Longline,35.5,255.0,450.0,13.0
China,36258.0,ZHONG SHUI 812,BZSI9,412326896.0,NA,Longline,35.5,255.0,450.0,13.0
China,36259.0,HUA NAN YU 721,BZXD28,412460007.0,8654962.0,Longline,32.74,196.0,447.42,14.0
China,36260.0,HUA NAN YU 722,BZXD29,412460008.0,8654974.0,Longline,32.74,196.0,447.42,14.0
China,36261.0,HUA NAN YU 723,BZXD32,412460009.0,8654986.0,Longline,32.74,196.0,447.42,14.0
Taiwan,36263.0,YU SHUN NO.66,BJ5084,416237700.0,NA,Longline,23.95,98.4,700.58515,17.0
South Korea,36264.0,SHILLA HARVESTER,6KCA5,NA,9634919.0,Single Purse Seine,79.9,1971.0,3355.65,29.0
Taiwan,36265.0,YU SHUN NO.668,BJ5088,416237800.0,NA,Longline,23.95,97.55,700.9580000000001,17.0
Taiwan,36266.0,KUO RONG NO.8,BJ5089,553111754.0,8996308.0,Longline,23.95,97.88,737.8701500000001,17.0
Fiji,36269.0,RISING NO.16,3DQC,520231e3,9657583.0,Longline,42.6,199.0,396.0,15.0
Fiji,36270.0,RISING NO.18,3DQE,520232e3,9657595.0,Longline,42.6,199.0,396.0,15.0
Fiji,36272.0,RISING NO.28,3DQI,520234e3,9657612.0,Longline,42.6,199.0,396.0,15.0
Japan,36273.0,MIYA MARU NO.18,7JKW,432845e3,9634749.0,Single Purse Seine,69.49,1339.0,2647.0,22.0
Taiwan,36275.0,KAI SHENG,BJ5016,NA,NA,Longline,23.95,88.63,618.1853,14.0
China,36276.0,PING TAI RONG 19,BZ2VT,412420582.0,9655054.0,Longline,44.8,394.0,698.0,15.0
China,36277.0,PING TAI RONG 25,BZ3VT,412420583.0,9655066.0,Longline,44.8,394.0,698.0,15.0
China,36278.0,PING TAI RONG 29,BZ4VT,412420584.0,9655078.0,Longline,44.8,394.0,698.0,15.0
China,36279.0,PING TAI RONG 49,BZ5VT,412420585.0,9655080.0,Longline,44.8,394.0,698.0,15.0
Cook Islands,36283.0,HAI SOON 39,E5U2959,518100014.0,9188520.0,Bunker,103.4,3878.0,4118.0,20.0
Taiwan,36287.0,YU SHUN NO.88,BJ5091,416004375.0,NA,Longline,21.5,99.69,700.9580000000001,14.0
Japan,36288.0,SEIFUKU MARU NO.88,7JKM,NA,9634751.0,Longline,56.51,387.0,735.49875,25.0
Japan,36289.0,KOKUSHIN MARU NO.38,NA,NA,NA,Longline,19.79,19.0,540.0,9.0
Taiwan,36292.0,JIN JINN YI NO.168,BG3727,NA,NA,Longline,35.7,198.0,1116.3129000000001,14.0
China,36293.0,TIAN XIANG 168,BZSH9,412300365.0,9674751.0,Longline,35.15,255.0,698.0,13.0
South Korea,36297.0,SHILLA SPRINTER,6KCB4,NA,9634945.0,Single Purse Seine,79.9,1971.0,3309.7443749999998,29.0
Panama,36298.0,HAO XIANG,3EGU9,667007053.0,7812062.0,Fish Carrier,103.73,3835.0,2469.7584,20.0
Fiji,36304.0,GREEN TUNA NO.1,3DST,NA,NA,Longline,41.5,268.0,618.429999999999,18.0
South Korea,36305.0,BADARO,D7MZ,440217e3,9163439.0,Fish Carrier,120.12,4643.0,4118.793,20.0
China,36309.0,ZHONG RONG 32,BBCH1,412326882.0,9678343.0,Longline,35.16,255.0,480.0,13.0
China,36310.0,ZHONG RONG 33,BBCH2,412326881.0,9678355.0,Longline,35.16,255.0,480.0,13.0
China,36311.0,RONG TAI 8,BBCH8,412326877.0,9678331.0,Longline,35.16,255.0,698.0,13.0
China,36312.0,LU YUAN 23,BBCH3,412326875.0,9674737.0,Longline,39.9,255.0,698.0,14.0
China,36313.0,LU YUAN 24,BBCH4,412326876.0,9674749.0,Longline,39.9,255.0,698.0,14.0
Taiwan,36315.0,NEW FAIR DISCOVERY NO.707,BL2099,416237500.0,9669079.0,Single Purse Seine,70.59,1280.0,2647.7954999999997,40.0
China,36316.0,RONG DA YANG 18,BBGA6,412328798.0,9679658.0,Longline,42.6,336.0,698.0,14.0
China,36317.0,RONG DA YANG 19,BBGA7,412328797.0,9679684.0,Longline,42.6,336.0,698.0,14.0
China,36318.0,RONG DA YANG NO.28,BBGA8,412328796.0,9679696.0,Longline,42.6,336.0,698.0,14.0
Taiwan,36320.0,FONG KUO NO.869,BL2105,416238700.0,9672492.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
South Korea,36321.0,SAJO COLUMBIA,DTBN2,NA,9618379.0,Single Purse Seine,79.56,1014.0,3357.8871,29.0
Taiwan,36322.0,YI SHUN,BI2555,416368e3,8664826.0,Longline,59.2,627.0,1176.798,30.0
Philippines,36325.0,DOLORES 878,DUM3170,548603400.0,8629137.0,Single Purse Seine,64.7,995.03,2237.13999999999,37.0
Republic of Kiribati,36328.0,GLORY 121,T3QG2,529777e3,9114828.0,Bunker,109.7,5537.0,2460.0,18.0
Panama,36336.0,SUAH,HOZZ,356386e3,9000376.0,Fish Carrier,120.7,4444.0,3677.49375,19.0
Taiwan,36339.0,FONG KUO NO.889,BL2106,416238800.0,9674244.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
China,36340.0,JIN HUI 8,BIWM,412371181.0,9676187.0,Single Purse Seine,75.47,1640.0,2147.616,34.0
Philippines,36341.0,FV DISCOVERY 102,4DET8,548487100.0,9676967.0,Single Purse Seine,71.79,1100.0,2647.0,35.0
Taiwan,36351.0,CHYUAN YEOU TSAIR NO.8,BK6500,416003684.0,NA,Longline,21.0,41.63,406.4065,9.0
Fiji,36352.0,GREEN TUNA 3,3DSV,NA,NA,Longline,40.5,252.78,618.429999999999,16.0
China,36355.0,ZHONG YANG NO.16,BZXD72,412763490.0,9671747.0,Longline,38.22,317.0,720.0,13.0
China,36356.0,ZHONG YANG NO.18,BZXD73,413441090.0,9671759.0,Longline,42.6,317.0,720.0,15.0
China,36357.0,ZHONG YANG 19,BZXD74,412460063.0,9671761.0,Longline,42.6,317.0,720.0,15.0
China,36359.0,ZHONG YANG NO.28,BZXD76,412764850.0,9671785.0,Longline,42.6,317.0,720.0,15.0
China,36360.0,ZHONG YANG NO.29,BZXD77,412460066.0,9671797.0,Longline,38.22,317.0,536.904,15.0
Philippines,36374.0,QUEEN JENNY NO.138,4DET6,NA,8214322.0,Single Purse Seine,55.43,893.52,2162.57,30.0
Marshall Islands,36381.0,ANGEL 22,V7ZU5,538004917.0,9132612.0,Bunker,114.02,5738.0,3883.0,NA
South Korea,36385.0,SAJO FAMILIA,6KCA3,441853e3,9619323.0,Single Purse Seine,79.56,1014.0,3357.1414,29.0
Taiwan,36386.0,YUNG HSING FA NO.688,BL2108,416240900.0,9680164.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
Panama,36387.0,TAI JI,3FYZ6,357497e3,8804244.0,Fish Carrier,124.7,4970.0,5150.0,24.0
United States of America,36388.0,JUDIBANA,WDG5637,338622e3,7334280.0,Single Purse Seine,61.89,1299.0,2684.52,25.0
China,36389.0,JIN HUI 9,BIWO,412371182.0,9682825.0,Single Purse Seine,75.47,1640.0,2147.616,34.0
China,36390.0,ZHONG SHUI 717,BZTK2,412328761.0,8653607.0,Longline,36.52,270.0,550.0,12.0
China,36391.0,ZHONG SHUI 727,BZTK3,412328759.0,9686091.0,Longline,36.52,270.0,550.0,12.0
China,36392.0,ZHONG SHUI 737,BZTK4,412328758.0,9686106.0,Longline,36.52,270.0,550.0,12.0
China,36393.0,ZHONG SHUI 747,BZTK5,412328757.0,9686118.0,Longline,36.52,270.0,550.0,12.0
China,36394.0,ZHONG SHUI 757,BZTK6,412328756.0,9686120.0,Longline,36.52,270.0,550.0,12.0
China,36395.0,ZHONG SHUI 767,BZTK7,412328755.0,9688132.0,Longline,36.52,270.0,550.0,12.0
South Korea,36397.0,NO.803 ORYONG,6KCB7,441869e3,9693226.0,Longline,36.6,173.0,745.7,20.0
Taiwan,36401.0,YI SIANG NO.8,BJ5098,416004453.0,NA,Longline,23.95,99.7,515.2787000000001,17.0
Cook Islands,36409.0,HAI SOON 48,E5U2960,518100015.0,9166974.0,Bunker,112.0,5360.0,4200.0,20.0
Philippines,36418.0,PACIFIC PLOVER,DUTR6,548246100.0,8513352.0,Fish Carrier,58.57,914.0,735.49875,18.0
Taiwan,36420.0,JIN CHIN FU NO.68,BJ4778,416199800.0,NA,Longline,23.4,99.74,735.49875,15.0
China,36425.0,LU RONG YUAN YU 57,BBZN7,412328726.0,9691888.0,Longline,37.56,276.0,698.0,15.0
China,36427.0,LU RONG YUAN YU 59,BBZN9,412328724.0,9691905.0,Longline,37.56,276.0,698.0,15.0
China,36428.0,LU RONG YUAN YU 328,BBKV8,412328728.0,8663353.0,Longline,35.16,255.0,698.0,13.0
China,36432.0,SUI YUAN YU 29,BZWA29,412460022.0,8664802.0,Longline,39.0,268.0,450.0,13.0
Panama,36433.0,PS REEFER,3FRQ5,529604e3,8221947.0,Fish Carrier,85.32,2047.0,2237.1,17.0
China,36435.0,HUA NAN YU 731,BZXD33,412460073.0,9699139.0,Longline,38.15,296.0,444.4372,18.0
China,36436.0,HUA NAN YU 732,BZXD34,412460074.0,9699141.0,Longline,38.15,296.0,596.0,18.0
China,36437.0,HUA NAN YU 736,BZXD35,412460075.0,9699153.0,Longline,38.15,296.0,596.0,18.0
Taiwan,36448.0,YI SIANG NO.1,BJ5115,NA,NA,Longline,23.95,99.75,691.0,17.0
China,36449.0,LU RONG YUAN YU 799,BBKV5,412328742.0,8662270.0,Longline,42.8,268.0,720.0,15.0
South Korea,36450.0,WOO YEON,DSRN4,441922e3,9558816.0,Bunker,118.0,5036.0,NA,18.0
China,36454.0,LU RONG YUAN YU 326,BBKV6,412329416.0,9700366.0,Longline,35.16,255.0,750.0,14.0
China,36455.0,LU RONG YUAN YU 798,BBIM9,412329426.0,9700378.0,Longline,35.16,255.0,720.0,13.0
China,36458.0,LU RONG YUAN YU 588,BBZS1,412329402.0,NA,Longline,45.6,357.0,735.0,14.0
China,36459.0,LU RONG YUAN YU 599,BBZS2,412329403.0,NA,Longline,45.6,357.0,735.0,14.0
China,36466.0,LU RONG YUAN YU 589,BBKV9,412329417.0,8669113.0,Longline,37.56,276.0,750.0,13.0
China,36467.0,LU RONG YUAN YU 598,BBFC8,412329418.0,8669125.0,Longline,37.56,276.0,750.0,13.0
Panama,36468.0,SKYFROST,3FTR9,357805e3,8521830.0,Fish Carrier,152.94,12383.0,7597.1916,NA
China,36473.0,HAI XING 815,BZU6B,412420863.0,412420863.0,Longline,45.0,428.0,698.0,20.0
China,36474.0,HAI XING 816,BZU7B,412420864.0,9702924.0,Longline,45.2,428.0,520.4986,20.0
China,36475.0,HAI XING 817,BZU8B,412420865.0,9702936.0,Longline,45.0,428.0,520.4986,20.0
China,36476.0,HAI XING 818,BZU9B,412420867.0,9702948.0,Longline,45.2,428.0,520.4986,20.0
Federated States of Micronesia,36478.0,QUEEN ALEXANDRA 959,V6PQA2,553111690.0,9703253.0,Single Purse Seine,79.5,1893.0,3355.65,39.0
China,36479.0,HUA NAN YU 739,BZXD38,412460113.0,9707613.0,Longline,38.15,296.0,596.0,18.0
China,36480.0,HUA NAN YU 738,BZXD37,412460112.0,9707601.0,Longline,38.15,296.0,596.0,18.0
China,36481.0,HUA NAN YU 737,BZXD36,412460111.0,9707596.0,Longline,38.15,296.0,596.0,18.0
South Korea,36483.0,SEIN SKY,DSRO7,NA,8813623.0,Fish Carrier,124.7,5469.0,5219.9000000000005,21.0
Japan,36484.0,CHOKYU MARU NO.35,JEXV,432411e3,NA,Longline,56.77,471.0,735.0,25.0
Taiwan,36485.0,FONG KUO NO.188,BL2115,416243600.0,9712125.0,Single Purse Seine,71.79,1428.0,2684.52,40.0
South Korea,36486.0,NO.622 DONG WON,DTAA5,440641e3,8905579.0,Longline,49.619473684210526,424.0,882.5985,25.0
Papua New Guinea,36488.0,KAILE 888,P2V5566,553111698.0,9708241.0,Single Purse Seine,71.79,1349.0,2647.0,38.0
Japan,36489.0,FUKUYO MARU NO.7,7JPQ,432942e3,9057939.0,Longline,57.43,436.0,736.0,24.0
Taiwan,36490.0,FONG KUO NO.828,BL2107,416242900.0,9712137.0,Single Purse Seine,70.59,1467.0,2647.7954999999997,40.0
Taiwan,36491.0,HUANG FU,BI2473,416003600.0,8652770.0,Longline,53.7,535.0,820.27,30.0
China,36493.0,SHEN GANG FA 15,BZXD52,412460281.0,NA,Longline,43.18,302.0,890.0,18.0
China,36494.0,SHEN GANG FA 16,BZXD53,412460282.0,9731119.0,Longline,43.18,302.0,890.0,18.0
China,36495.0,SHEN GANG FA 17,BZXD54,412460283.0,9731133.0,Longline,43.18,302.0,890.0,18.0
China,36496.0,SHEN GANG FA 18,BZXD55,412460284.0,NA,Longline,43.18,302.0,890.0,18.0
Taiwan,36497.0,FONG KUO NO.189,BL2113,416243700.0,9720213.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
China,36498.0,SHEN LIAN CHENG 881,BZXD92,412460114.0,8663133.0,Longline,38.15,296.0,596.0,18.0
China,36499.0,SHEN LIAN CHENG 882,BZXD93,412460115.0,8663145.0,Longline,38.15,296.0,596.0,18.0
South Korea,36500.0,SAJO POSEDONIA,6KCC5,NA,9683623.0,Single Purse Seine,79.56,1016.0,3357.8871,29.0
Papua New Guinea,36501.0,MARITA 88,P2V5580,553111712.0,9720354.0,Single Purse Seine,70.59,1557.0,2647.0,40.0
China,36502.0,SHEN GANG FA 716,BZXD63,412460287.0,9741475.0,Longline,43.18,302.0,850.0,18.0
China,36504.0,SHEN GANG FA 718,BZXD65,412460283.0,9741487.0,Longline,43.18,302.0,850.0,18.0
China,36505.0,SHEN GANG FA 719,BZXD66,412460289.0,9741499.0,Longline,43.18,302.0,850.0,18.0
China,36506.0,SHEN GANG FA 19,BZXD56,412460285.0,NA,Longline,43.18,302.0,850.0,18.0
China,36507.0,SHEN GANG FA 715,BZXD62,412460286.0,NA,Longline,43.18,302.0,850.0,18.0
China,36508.0,HAI XING 616,BZ9VZ,412420906.0,9727792.0,Longline,47.0,461.0,604.017,20.0
China,36509.0,HAI XING 615,BZ8VZ,412420905.0,9727780.0,Longline,47.0,461.0,810.0,20.0
Panama,36510.0,FRIO ANTWERP,3FVX3,352784e3,9078282.0,Fish Carrier,134.02,7307.0,7158.72,20.0
China,36512.0,SHEN LIAN CHENG 883,BZXD94,412460116.0,8663157.0,Longline,38.15,296.0,596.0,18.0
China,36513.0,SHEN LIAN CHENG 884,BZXD95,412460117.0,9718313.0,Longline,38.15,296.0,596.0,18.0
China,36514.0,SHEN LIAN CHENG 885,BZXD96,412460118.0,9718325.0,Longline,38.15,296.0,596.0,18.0
South Korea,36515.0,ASIAN CHEMI,DSOY9,440663e3,9116216.0,Bunker,106.5,4815.0,3089.0947499999997,19.0
China,36517.0,HONG YANG 111,BZ6VY,412420876.0,9755799.0,Longline,52.0,510.0,657.7074,28.0
China,36519.0,LU RONG YUAN YU 136,BCFA1,412331009.0,9730440.0,Longline,38.36,307.0,828.0,15.0
Panama,36523.0,FRIO ANTARCTIC,3FAR4,374478e3,8807466.0,Fish Carrier,117.31,4988.0,5147.5671,23.0
South Korea,36526.0,SAJO ALEXANDRIA,6KCC7,NA,9683635.0,Single Purse Seine,79.56,1016.0,3357.8871,29.0
Taiwan,36529.0,JIH YU NO.668,BL2100,NA,9732876.0,Single Purse Seine,70.59,1467.0,2646.0,40.0
Taiwan,36531.0,YUAN BAO NO. 888,BI2540,416097500.0,8661202.0,Longline,57.6,696.0,1176.798,30.0
China,36533.0,JIN HUI 18,BZU8E,412371194.0,9733404.0,Single Purse Seine,75.34,1792.0,2648.0,38.0
Japan,36534.0,HAKKO MARU NO.35,7JPV,432966e3,9690315.0,Single Purse Seine,70.15,1470.0,2647.0,26.0
Japan,36535.0,TAIKO MARU NO.8,7JQX,432971e3,9709829.0,Longline,50.52,479.0,736.0,24.0
South Korea,36536.0,LIM DISCOVERER,6KCA2,440104e3,9683647.0,Single Purse Seine,79.56,1016.0,3631.559,28.0
Philippines,36538.0,DISCOVERY 105,4DFB8,548051500.0,9729295.0,Single Purse Seine,71.79,1100.0,2684.55999999999,37.0
Taiwan,36539.0,FAIR BRAVO NO.707,BL2116,416004728.0,9738703.0,Single Purse Seine,70.59,1288.0,2647.7954999999997,40.0
Japan,36540.0,KAIGATA MARU NO.128,7JRE,432984e3,9709831.0,Longline,57.43,479.0,736.0,24.0
Japan,36541.0,TAIYO MARU NO.2,7JES,432708e3,9565364.0,Single Purse Seine,70.34,1350.0,2942.0,29.0
South Korea,36543.0,SEIN QUEEN,D7MY,440214e3,8807430.0,Fish Carrier,136.83,5893.0,4670.4170625,21.0
China,36547.0,LU QING YUAN YU 017,BZYX8,412331026.0,8821199.0,Longline,53.51,577.0,548.0895,30.0
China,36550.0,FU YUAN YU 559,BZ8US,412440032.0,9016571.0,Longline,54.2,577.0,698.299999999999,30.0
Panama,36554.0,FRIO CHIKUMA,3FWG8,353306e3,9184536.0,Fish Carrier,135.03,7367.0,7060.788,20.0
Panama,36555.0,FRIO HELLENIC,3FVQ8,353981e3,9081679.0,Fish Carrier,148.0,9997.0,11632.92,22.0
Panama,36556.0,FRIO MOGAMI,3FSC9,357735e3,9184548.0,Fish Carrier,135.03,7367.0,7060.788,20.0
Panama,36557.0,FRIO SHINANO,3FNR3,352349e3,9073385.0,Fish Carrier,134.02,7307.0,7060.788,20.0
China,36558.0,SUI YUAN YU 30,BZWA32,412460295.0,9742675.0,Longline,39.9,295.0,500.0,15.0
China,36559.0,SUI YUAN YU 31,BZWA33,412460296.0,9742687.0,Longline,39.9,295.0,500.0,15.0
Republic of Vanuatu,36560.0,HSIANG FU,YJTH9,577161e3,9684067.0,Fish Carrier,96.94,3350.0,2700.0,21.0
Republic of Palau,36561.0,PALAU TUNA 01,T8AF,577248e3,9746487.0,Longline,18.75,42.0,551.0,8.0
China,36562.0,SUI YUAN YU 32,BZWA34,412460297.0,9742699.0,Longline,39.9,295.0,500.0,15.0
Japan,36565.0,TOA MARU,NA,431601970.0,NA,Longline,16.4,19.0,478.079999999999,10.0
Republic of Vanuatu,36566.0,FRIO ATHENS,YJQN2,576711e3,8710340.0,Fish Carrier,141.58,8519.0,7225.8330000000005,20.0
Republic of Vanuatu,36567.0,FRIO DOLPHIN,YJQK2,NA,8807442.0,Fish Carrier,141.58,8519.0,7225.8330000000005,23.0
Republic of Vanuatu,36568.0,ZEFYROS,YJQK7,576689e3,8916748.0,Fish Carrier,141.0,8483.0,7867.135,20.0
Fiji,36569.0,PACIFIC ENDEAVOUR,3DSN,NA,NA,Longline,22.8,44.46,410.0,10.0
China,36571.0,HU YU 918,BZU4E,412371197.0,9745952.0,Longline,49.3,411.0,596.0,19.0
China,36572.0,HU YU 919,BZU5E,412371198.0,9745964.0,Longline,49.3,411.0,596.0,19.0
Taiwan,36573.0,YING JEN NO.636,BI2252,416033600.0,8651491.0,Longline,54.0,705.0,809.048625,30.0
China,36574.0,JIN XIANG 6,BZYB6,412209233.0,9766267.0,Longline,37.6,271.0,810.0,18.0
South Korea,36575.0,SEGYERO,6KCD2,440195e3,9713973.0,Single Purse Seine,79.6,1012.0,3684.5037,29.0
China,36576.0,LU QING YUAN YU 021,BZYX2,412331027.0,9748502.0,Longline,59.6,698.0,1176.0,31.0
China,36577.0,LU QING YUAN YU 022,BZYX3,NA,9748514.0,Longline,59.6,698.0,1176.0,31.0
China,36578.0,LU QING YUAN YU 023,BZYX4,412331029.0,9748526.0,Longline,59.6,698.0,1176.0,31.0
China,36579.0,LU QING YUAN YU 026,BZYX5,NA,9748538.0,Longline,59.6,698.0,1176.0,31.0
China,36580.0,LU QING YUAN YU 027,BZYX6,NA,9748540.0,Longline,59.6,698.0,1176.0,31.0
China,36581.0,LU QING YUAN YU 028,BZYX7,412331033.0,9748552.0,Longline,59.6,698.0,1176.0,31.0
Papua New Guinea,36583.0,NUPLA SOLWARA,P2V5603,553111735.0,9745823.0,Single Purse Seine,71.79,1350.0,2647.7954999999997,40.0
Panama,36584.0,NO.2 JOCHOH,3FVR4,NA,NA,Fish Carrier,120.75,4546.0,3900.0,NA
South Korea,36585.0,MIRAERO,6KCD5,444000950.0,9713985.0,Single Purse Seine,79.6,1012.0,3684.5037,29.0
Panama,36586.0,FRIO AEGEAN I,3FSS8,NA,9196357.0,Fish Carrier,126.39,7355.0,7158.72,22.0
Japan,36587.0,AYA MARU NO.58,NA,431301296.0,NA,Longline,16.48,19.0,NA,8.0
Panama,36590.0,ATMODA,3FNT8,351478e3,8909076.0,Fish Carrier,144.34,12413.0,7704.5724,21.0
Taiwan,36591.0,CHIEN CHANG NO.36,BH3282,416631e3,8749456.0,Longline,52.65,497.0,882.5985,32.0
Netherlands,36592.0,SIERRA KING,PESF,244542e3,8810786.0,Fish Carrier,107.69,3979.0,4200.0,13.0
Panama,36593.0,FRIO KYKNOS,3ETB8,356728e3,9035072.0,Fish Carrier,116.33,6082.0,7057.163116999993,20.0
Panama,36594.0,FRIO OCEANIC,3FYF8,354671e3,8801814.0,Fish Carrier,133.59,8487.0,7941.801940999925,20.0
South Korea,36595.0,P PIONEER,D7OC,440265e3,9213222.0,Bunker,110.0,5160.0,2895.5531,20.0
China,36597.0,JIN XIANG 7,BZYB7,412209234.0,97766279.0,Longline,37.6,271.0,810.0,18.0
China,36598.0,GUANG YUAN YU 338,BZWY47,412460084.0,9742352.0,Longline,36.34,277.0,540.0,14.0
China,36599.0,GUANG YUAN YU 339,BZWY48,412460083.0,9742364.0,Longline,36.34,277.0,540.0,14.0
Philippines,36600.0,DOLORES 858,DUFO,548895e3,9753662.0,Single Purse Seine,71.79,1100.0,2684.52,37.0
Papua New Guinea,36601.0,PACIFIC JOURNEY NO.1,P2V5601,553111733.0,9720550.0,Single Purse Seine,70.8,1408.0,2673.3345,NA
Papua New Guinea,36602.0,PACIFIC JOURNEY NO.888,P2V5602,553111734.0,9720562.0,Single Purse Seine,70.8,1408.0,2673.3345,NA
China,36603.0,XIN LONG 66,BZ1VW,41240896.0,9741621.0,Longline,47.6,462.0,800.0,17.0
China,36604.0,XIN LONG 67,BZ2VW,412420901.0,9741633.0,Longline,47.6,462.0,596.5600000000001,17.0
China,36605.0,XIN LONG 68,BZ3VW,412420902.0,9741645.0,Longline,47.6,462.0,800.0,17.0
China,36606.0,XIN LONG 69,BZ4VW,412420903.0,9741657.0,Longline,47.6,462.0,537.0531400000001,17.0
Papua New Guinea,36608.0,MAJESTIC SUN,P2V5610,553111743.0,9699567.0,Single Purse Seine,79.9,2338.0,3309.0,29.0
Papua New Guinea,36609.0,NUPLA KANU,P2V5606,553111738.0,9746281.0,Single Purse Seine,71.79,1350.0,2647.7954999999997,35.0
Republic of Vanuatu,36610.0,YUH FA NO.201,YJTA2,576881e3,8520032.0,Fish Carrier,46.3,531.62,745.7,24.0
Republic of Vanuatu,36611.0,SEA PEARL,YJUT4,577324e3,9008639.0,Fish Carrier,120.7,4430.0,4121.0,23.0
Fiji,36612.0,OCEAN FORTUNE 1,3DN6667,NA,NA,Longline,14.94,19.0,475.0,7.0
Papua New Guinea,36613.0,MAJESTIC STAR,P2V5611,553111744.0,9699579.0,Single Purse Seine,79.9,2338.0,3309.0,29.0
Republic of Kiribati,36616.0,MOAKONA,T3QN2,529783e3,9699581.0,Single Purse Seine,79.9,2338.0,3309.0,29.0
Papua New Guinea,36617.0,SIMBUN 88,P2V5605,553111736.0,9745469.0,Single Purse Seine,70.59,1562.0,2617.0,40.0
Panama,36619.0,TUNA QUEEN,HPFK,352894e3,NA,Fish Carrier,120.75,4499.0,3034.9990000000003,21.0
Panama,36620.0,ASIAN COSMOS,3FLM8,356517e3,9172698.0,Fish Carrier,130.02,6971.0,7158.72,25.0
Philippines,36621.0,DOLORES 859,DUGM,548905e3,9763681.0,Single Purse Seine,71.79,1100.0,2648.02,37.0
Taiwan,36623.0,JIH YU NO.768,BL2117,416247600.0,9765976.0,Single Purse Seine,70.59,1484.0,2646.0,40.0
Philippines,36625.0,DOLLY 898,DUGQ,548906e3,9076246.0,Fish Carrier,133.95,6964.0,5100.67,51.0
China,36628.0,LU RONG YUAN YU 212,BBLM6,412331086.0,9768837.0,Longline,41.7,265.0,750.0,15.0
Taiwan,36630.0,LIAN JYI HSING,BI2037,41673e3,7234210.0,Fish Carrier,71.4,995.0,1617.0,35.0
Japan,36631.0,KOYO MARU NO.55,7JLZ,432948e3,9641663.0,Single Purse Seine,69.45,1331.0,2647.0,NA
China,36632.0,LU RONG YUAN YU 866,BCFC6,412331078.0,9770658.0,Light Seiner,56.0,720.0,1470.0,23.0
China,36633.0,LU RONG YUAN YU 867,BCFC7,412331079.0,9770660.0,Light Seiner,56.0,720.0,1470.0,23.0
South Korea,36634.0,JEY HOPE,DSQF6,441557e3,9465605.0,Bunker,114.4,5667.0,3995.0,18.0
Republic of Kiribati,36638.0,ANGEL 18,T3QZ2,529794e3,9167710.0,Bunker,117.27,6332.0,3603.0,NA
Panama,36639.0,SEIN GRACE,3EFA6,577315e3,8609979.0,Fish Carrier,124.7,4963.0,4670.4170625,22.0
Panama,36640.0,FRIO LAS PALMAS,3EB19,356609e3,8908193.0,Fish Carrier,148.5,9070.0,6766.5885,20.0
Japan,36641.0,HOSHIN MARU NO.78,7JQB,432962e3,9690303.0,Longline,57.1,439.0,736.0,25.0
China,36642.0,XINYA 10,BZXH22,412460278.0,8683523.0,Longline,44.8,362.0,540.0,19.0
China,36643.0,XINYA 11,BZXH23,412460279.0,8683535.0,Longline,44.8,362.0,540.0,19.0
Japan,36644.0,SHOYU MARU NO.18,7JTE,431128e3,9746657.0,Single Purse Seine,79.61,1788.0,2941.995,23.0
Japan,36645.0,KOYO MARU NO.88,7JSS,431167e3,9737228.0,Single Purse Seine,79.99,1884.0,2942.0,28.0
Papua New Guinea,36646.0,KWILA 888,P2V5624,553111759.0,9764271.0,Single Purse Seine,71.79,1350.0,2647.7954999999997,40.0
United States of America,36647.0,CAPE ANN,WDH8357,338873e3,9698551.0,Single Purse Seine,79.8,2110.0,4101.35,25.0
Taiwan,36648.0,HONG AN NO.2,BH3258,416086600.0,8651489.0,Longline,53.15,449.0,820.27,30.0
China,36650.0,FENG HUI 5,BZ7VV,412420846.0,8668626.0,Longline,45.0,460.0,735.0,25.0
China,36651.0,XIN SHI JI 112,BZV5N,52912e4,7302299.0,Single Purse Seine,75.34,1813.0,2648.0,38.0
Fiji,36653.0,NORTHERN ODYSSEY,3DNF,520276e3,1738.0,Longline,19.8,65.9,447.6,12.0
Papua New Guinea,36654.0,MALVA 888,P2V5627,553111761.0,9761396.0,Single Purse Seine,70.59,1562.0,2647.0,40.0
Panama,36655.0,TUNA PRINCESS,H3CN,352241e3,9314612.0,Fish Carrier,120.75,4522.0,3034.9990000000003,20.0
